Date & Time,Asset,Direction,Exit Signal,Raw Trade P&L (%),Scaled Portfolio P&L (%),Compounded Equity ($),High Water Mark ($),Drawdown (%)
2024-04-10 12:00:00,ADA,Short,🛑 SL,-0.73%,-0.210%,66740.3,68026.78,-1.89%
2024-04-12 00:00:00,BTC,Long,Stop Loss,-8.91%,-2.673%,64956.33,68026.78,-4.51%
2024-04-12 08:00:00,SUI,Short,Exit Short (Green),-0.55%,-0.158%,64853.48,68026.78,-4.66%
2024-04-12 12:00:00,BONK,Short,💰 TP,13.84%,3.985%,67437.59,68026.78,-0.87%
2024-04-12 12:00:00,ADA,Short,💰 TP,7.28%,2.096%,68851.02,68851.02,-0.00%
2024-04-12 12:00:00,ALGO,Short,💰 TP,7.90%,2.274%,70416.97,70416.97,-0.00%
2024-04-13 12:00:00,DOGE,Short,💰 TP,7.97%,2.295%,72032.74,72032.74,-0.00%
2024-04-13 16:00:00,SUI,Short,💰 TP,14.31%,4.120%,75000.38,75000.38,-0.00%
2024-04-13 16:00:00,ALGO,Short,💰 TP,9.83%,2.830%,77122.93,77122.93,-0.00%
2024-04-13 16:00:00,LTC,Short,💰 TP,6.80%,1.958%,78632.78,78632.78,-0.00%
2024-04-13 16:00:00,ADA,Short,🛑 SL,-0.94%,-0.271%,78419.98,78632.78,-0.27%
2024-04-13 16:00:00,BONK,Short,🛑 SL,-2.11%,-0.607%,77943.6,78632.78,-0.88%
2024-04-14 00:00:00,SUI,Short,🛑 SL,-1.43%,-0.412%,77622.71,78632.78,-1.28%
2024-04-14 08:00:00,ADA,Short,🛑 SL,-0.96%,-0.276%,77408.17,78632.78,-1.56%
2024-04-14 16:00:00,ALGO,Short,Exit Short (Green),2.05%,0.590%,77865.03,78632.78,-0.98%
2024-04-17 12:00:00,ADA,Short,🛑 SL,-0.98%,-0.282%,77645.34,78632.78,-1.26%
2024-04-17 12:00:00,DOGE,Short,🛑 SL,-0.94%,-0.271%,77435.21,78632.78,-1.52%
2024-04-17 12:00:00,ALGO,Short,🛑 SL,-1.07%,-0.308%,77196.67,78632.78,-1.83%
2024-04-17 12:00:00,BONK,Short,🛑 SL,-2.26%,-0.651%,76694.39,78632.78,-2.47%
2024-04-17 12:00:00,BNB,Short,🛑 SL,-0.47%,-0.135%,76590.61,78632.78,-2.60%
2024-04-17 12:00:00,SUI,Short,🛑 SL,-1.33%,-0.383%,76297.34,78632.78,-2.97%
2024-04-17 20:00:00,DOGE,Short,🛑 SL,-0.94%,-0.271%,76090.86,78632.78,-3.23%
2024-04-17 20:00:00,ALGO,Short,🛑 SL,-1.06%,-0.305%,75858.65,78632.78,-3.53%
2024-04-17 20:00:00,SUI,Short,🛑 SL,-1.31%,-0.377%,75572.55,78632.78,-3.89%
2024-04-17 20:00:00,ADA,Short,🛑 SL,-0.97%,-0.279%,75361.5,78632.78,-4.16%
2024-04-17 20:00:00,BONK,Short,🛑 SL,-2.26%,-0.651%,74871.16,78632.78,-4.78%
2024-04-18 04:00:00,ALGO,Short,🛑 SL,-1.06%,-0.305%,74642.67,78632.78,-5.07%
2024-04-18 04:00:00,ADA,Short,🛑 SL,-0.97%,-0.279%,74434.23,78632.78,-5.34%
2024-04-18 04:00:00,BONK,Short,🛑 SL,-2.26%,-0.651%,73949.92,78632.78,-5.96%
2024-04-18 04:00:00,DOGE,Short,🛑 SL,-0.94%,-0.271%,73749.79,78632.78,-6.21%
2024-04-18 08:00:00,DOGE,Short,🛑 SL,-0.94%,-0.271%,73550.2,78632.78,-6.46%
2024-04-18 20:00:00,LTC,Short,🛑 SL,-0.75%,-0.216%,73391.39,78632.78,-6.67%
2024-04-18 20:00:00,ADA,Short,🛑 SL,-1.00%,-0.288%,73180.1,78632.78,-6.93%
2024-04-18 20:00:00,ALGO,Short,🛑 SL,-1.07%,-0.308%,72954.66,78632.78,-7.22%
2024-04-18 20:00:00,BONK,Short,🛑 SL,-2.28%,-0.656%,72475.78,78632.78,-7.83%
2024-04-18 20:00:00,SUI,Short,🛑 SL,-1.32%,-0.380%,72200.35,78632.78,-8.18%
2024-04-19 00:00:00,DOGE,Short,🛑 SL,-0.94%,-0.271%,72004.96,78632.78,-8.43%
2024-04-23 20:00:00,SUI,Short,🛑 SL,-1.15%,-0.331%,71766.56,78632.78,-8.73%
2024-04-24 12:00:00,LTC,Short,🛑 SL,-0.68%,-0.196%,71626.06,78632.78,-8.91%
2024-04-24 16:00:00,DOGE,Short,Exit Short (Green),2.19%,0.631%,72077.66,78632.78,-8.34%
2024-04-24 16:00:00,ADA,Short,Exit Short (Green),1.58%,0.455%,72405.53,78632.78,-7.92%
2024-04-25 00:00:00,LTC,Short,Exit Short (Green),0.33%,0.095%,72474.32,78632.78,-7.83%
2024-04-25 12:00:00,SUI,Short,Exit Short (Green),5.91%,1.701%,73707.47,78632.78,-6.26%
2024-04-26 16:00:00,ADA,Short,🛑 SL,-0.91%,-0.262%,73514.36,78632.78,-6.51%
2024-04-26 20:00:00,ALGO,Short,🛑 SL,-0.93%,-0.268%,73317.53,78632.78,-6.76%
2024-04-27 04:00:00,ALGO,Short,🛑 SL,-0.93%,-0.268%,73121.22,78632.78,-7.01%
2024-04-27 12:00:00,ADA,Short,Exit Short (Green),0.95%,0.274%,73321.21,78632.78,-6.75%
2024-04-29 04:00:00,LTC,Short,🛑 SL,-0.69%,-0.199%,73175.56,78632.78,-6.94%
2024-04-29 12:00:00,LTC,Short,Exit Short (Green),-0.42%,-0.121%,73087.08,78632.78,-7.05%
2024-04-29 12:00:00,DOGE,Short,Exit Short (Green),-0.64%,-0.184%,72952.41,78632.78,-7.22%
2024-04-29 12:00:00,ALGO,Short,Exit Short (Green),0.54%,0.155%,73065.83,78632.78,-7.08%
2024-04-29 20:00:00,DOGE,Short,🛑 SL,-1.00%,-0.288%,72855.47,78632.78,-7.35%
2024-04-30 12:00:00,LTC,Short,💰 TP,6.83%,1.966%,74288.07,78632.78,-5.53%
2024-04-30 12:00:00,ALGO,Short,💰 TP,9.44%,2.718%,76307.05,78632.78,-2.96%
2024-04-30 12:00:00,ADA,Short,Exit Short (Green),2.33%,0.671%,76818.92,78632.78,-2.31%
2024-04-30 16:00:00,SUI,Short,🛑 SL,-1.27%,-0.366%,76538.05,78632.78,-2.66%
2024-04-30 20:00:00,DOGE,Short,Exit Short (Green),4.46%,1.284%,77520.82,78632.78,-1.41%
2024-05-01 00:00:00,SUI,Short,🛑 SL,-1.27%,-0.366%,77237.38,78632.78,-1.77%
2024-05-02 04:00:00,ADA,Short,🛑 SL,-0.94%,-0.271%,77028.36,78632.78,-2.04%
2024-05-06 08:00:00,LTC,Short,🛑 SL,-0.72%,-0.207%,76868.69,78632.78,-2.24%
2024-05-06 08:00:00,ADA,Short,🛑 SL,-0.92%,-0.265%,76665.09,78632.78,-2.50%
2024-05-07 00:00:00,ALGO,Short,🛑 SL,-0.95%,-0.274%,76455.4,78632.78,-2.77%
2024-05-07 04:00:00,LTC,Short,Exit Short (Green),-0.09%,-0.026%,76435.59,78632.78,-2.79%
2024-05-07 04:00:00,ADA,Short,Exit Short (Green),0.62%,0.178%,76572.03,78632.78,-2.62%
2024-05-08 00:00:00,ADA,Short,Exit Short (Green),0.31%,0.089%,76640.37,78632.78,-2.53%
2024-05-08 00:00:00,SUI,Short,Exit Short (Green),1.21%,0.348%,76907.35,78632.78,-2.19%
2024-05-08 04:00:00,LTC,Short,🛑 SL,-0.73%,-0.210%,76745.72,78632.78,-2.40%
2024-05-08 08:00:00,ALGO,Short,Exit Short (Green),1.47%,0.423%,77070.52,78632.78,-1.99%
2024-05-09 00:00:00,ALGO,Short,Exit Short (Green),0.58%,0.167%,77199.21,78632.78,-1.82%
2024-05-09 08:00:00,SUI,Short,🛑 SL,-1.22%,-0.351%,76928.06,78632.78,-2.17%
2024-05-09 08:00:00,ALGO,Short,🛑 SL,-0.98%,-0.282%,76711.01,78632.78,-2.44%
2024-05-10 20:00:00,ADA,Short,🛑 SL,-0.93%,-0.268%,76505.62,78632.78,-2.71%
2024-05-10 20:00:00,ALGO,Short,Exit Short (Green),0.50%,0.144%,76615.75,78632.78,-2.57%
2024-05-10 20:00:00,BONK,Short,Exit Short (Green),-0.44%,-0.127%,76518.7,78632.78,-2.69%
2024-05-11 00:00:00,BONK,Short,🛑 SL,-1.54%,-0.443%,76179.44,78632.78,-3.12%
2024-05-11 00:00:00,SUI,Short,Exit Short (Green),0.14%,0.040%,76210.14,78632.78,-3.08%
2024-05-11 08:00:00,SUI,Short,🛑 SL,-1.21%,-0.348%,75944.66,78632.78,-3.42%
2024-05-12 00:00:00,ADA,Short,Exit Short (Green),1.41%,0.406%,76252.95,78632.78,-3.03%
2024-05-12 04:00:00,DOGE,Short,🛑 SL,-1.08%,-0.311%,76015.85,78632.78,-3.33%
2024-05-12 12:00:00,DOGE,Short,🛑 SL,-1.08%,-0.311%,75779.49,78632.78,-3.63%
2024-05-13 00:00:00,LTC,Short,🛑 SL,-0.73%,-0.210%,75620.23,78632.78,-3.83%
2024-05-13 04:00:00,DOGE,Short,🛑 SL,-1.08%,-0.311%,75385.1,78632.78,-4.13%
2024-05-13 04:00:00,SUI,Short,Exit Short (Green),-0.86%,-0.248%,75198.45,78632.78,-4.37%
2024-05-13 04:00:00,BONK,Short,Exit Short (Green),-1.15%,-0.331%,74949.48,78632.78,-4.68%
2024-05-13 08:00:00,DOGE,Short,🛑 SL,-1.08%,-0.311%,74716.44,78632.78,-4.98%
2024-05-14 04:00:00,ADA,Short,Exit Short (Green),2.13%,0.613%,75174.62,78632.78,-4.40%
2024-05-14 08:00:00,LTC,Short,🛑 SL,-0.73%,-0.210%,75016.63,78632.78,-4.60%
2024-05-14 16:00:00,LTC,Short,🛑 SL,-0.73%,-0.210%,74858.97,78632.78,-4.80%
2024-05-15 00:00:00,SUI,Short,Exit Short (Green),3.91%,1.126%,75701.65,78632.78,-3.73%
2024-05-19 20:00:00,DOGE,Short,Exit Short (Green),1.42%,0.409%,76011.13,78632.78,-3.33%
2024-05-19 20:00:00,BNB,Short,Exit Short (Green),-0.07%,-0.020%,75995.81,78632.78,-3.35%
2024-05-20 00:00:00,BNB,Short,🛑 SL,-0.50%,-0.144%,75886.42,78632.78,-3.49%
2024-05-20 04:00:00,SUI,Short,Exit Short (Green),2.67%,0.769%,76469.75,78632.78,-2.75%
2024-05-20 12:00:00,BNB,Short,Exit Short (Green),-0.42%,-0.121%,76377.28,78632.78,-2.87%
2024-05-23 16:00:00,LTC,Short,🛑 SL,-0.73%,-0.210%,76216.76,78632.78,-3.07%
2024-05-23 20:00:00,ALGO,Short,Exit Short (Green),0.49%,0.141%,76324.28,78632.78,-2.94%
2024-05-26 20:00:00,ADA,Short,🛑 SL,-0.89%,-0.256%,76128.72,78632.78,-3.18%
2024-05-27 04:00:00,ADA,Short,🛑 SL,-0.89%,-0.256%,75933.65,78632.78,-3.43%
2024-05-28 04:00:00,ADA,Short,🛑 SL,-0.88%,-0.253%,75741.27,78632.78,-3.68%
2024-05-28 16:00:00,LTC,Short,Exit Short (Green),0.31%,0.089%,75808.87,78632.78,-3.59%
2024-05-28 20:00:00,ADA,Short,🛑 SL,-0.88%,-0.253%,75616.81,78632.78,-3.84%
2024-05-29 04:00:00,ADA,Short,🛑 SL,-0.88%,-0.253%,75425.23,78632.78,-4.08%
2024-05-29 08:00:00,LTC,Short,Exit Short (Green),-0.01%,-0.003%,75423.06,78632.78,-4.08%
2024-05-30 00:00:00,ADA,Short,Exit Short (Green),-0.49%,-0.141%,75316.66,78632.78,-4.22%
2024-05-30 04:00:00,LTC,Short,🛑 SL,-0.73%,-0.210%,75158.37,78632.78,-4.42%
2024-05-31 08:00:00,ALGO,Short,Exit Short (Green),0.29%,0.083%,75221.12,78632.78,-4.34%
2024-05-31 12:00:00,DOGE,Short,🛑 SL,-1.09%,-0.314%,74985.07,78632.78,-4.64%
2024-05-31 12:00:00,ALGO,Short,🛑 SL,-1.00%,-0.288%,74769.19,78632.78,-4.91%
2024-06-01 08:00:00,ALGO,Short,Exit Short (Green),-0.52%,-0.150%,74657.25,78632.78,-5.06%
2024-06-02 08:00:00,ALGO,Short,Exit Short (Green),-0.71%,-0.204%,74504.64,78632.78,-5.25%
2024-06-02 20:00:00,SUI,Short,Exit Short (Green),-0.25%,-0.072%,74451.02,78632.78,-5.32%
2024-06-02 20:00:00,ADA,Short,Exit Short (Green),-0.63%,-0.181%,74315.98,78632.78,-5.49%
2024-06-03 00:00:00,ALGO,Short,Exit Short (Green),0.01%,0.003%,74318.12,78632.78,-5.49%
2024-06-03 12:00:00,ALGO,Short,Exit Short (Green),-0.99%,-0.285%,74106.3,78632.78,-5.76%
2024-06-04 08:00:00,LTC,Short,🛑 SL,-0.73%,-0.210%,73950.55,78632.78,-5.95%
2024-06-04 08:00:00,SUI,Short,🛑 SL,-1.02%,-0.294%,73733.39,78632.78,-6.23%
2024-06-04 08:00:00,ALGO,Short,Exit Short (Green),-0.70%,-0.202%,73584.8,78632.78,-6.42%
2024-06-06 20:00:00,ADA,Short,Exit Short (Green),-0.22%,-0.063%,73538.19,78632.78,-6.48%
2024-06-07 12:00:00,SUI,Short,💰 TP,10.15%,2.922%,75687.11,78632.78,-3.75%
2024-06-07 12:00:00,LTC,Short,💰 TP,7.27%,2.093%,77271.27,78632.78,-1.73%
2024-06-07 20:00:00,ADA,Short,Exit Short (Green),1.79%,0.515%,77669.48,78632.78,-1.23%
2024-06-07 20:00:00,ALGO,Short,Exit Short (Green),2.45%,0.705%,78217.32,78632.78,-0.53%
2024-06-08 00:00:00,DOGE,Short,Exit Short (Green),3.89%,1.120%,79093.3,79093.3,-0.00%
2024-06-10 04:00:00,SUI,Short,🛑 SL,-1.13%,-0.325%,78835.99,79093.3,-0.33%
2024-06-10 04:00:00,DOGE,Short,🛑 SL,-1.16%,-0.334%,78572.71,79093.3,-0.66%
2024-06-10 08:00:00,BONK,Short,🛑 SL,-1.53%,-0.440%,78226.6,79093.3,-1.10%
2024-06-10 20:00:00,DOGE,Short,Exit Short (Green),-0.89%,-0.256%,78026.16,79093.3,-1.35%
2024-06-10 20:00:00,SUI,Short,Exit Short (Green),-0.86%,-0.248%,77832.98,79093.3,-1.59%
2024-06-11 00:00:00,LTC,Short,🛑 SL,-0.72%,-0.207%,77671.64,79093.3,-1.80%
2024-06-11 00:00:00,BTC,Long,Exit Signal,1.52%,0.456%,78025.82,79093.3,-1.35%
2024-06-11 04:00:00,BONK,Short,🛑 SL,-1.49%,-0.429%,77691.11,79093.3,-1.77%
2024-06-11 08:00:00,BONK,Short,🛑 SL,-1.49%,-0.429%,77357.84,79093.3,-2.19%
2024-06-11 12:00:00,BONK,Short,🛑 SL,-1.49%,-0.429%,77026.0,79093.3,-2.61%
2024-06-11 16:00:00,LTC,Short,Exit Short (Green),1.92%,0.553%,77451.77,79093.3,-2.08%
2024-06-11 16:00:00,ADA,Short,Exit Short (Green),2.97%,0.855%,78114.03,79093.3,-1.24%
2024-06-11 16:00:00,ALGO,Short,Exit Short (Green),3.29%,0.947%,78853.92,79093.3,-0.30%
2024-06-11 16:00:00,SUI,Short,Exit Short (Green),1.10%,0.317%,79103.64,79103.64,-0.00%
2024-06-12 20:00:00,ALGO,Short,Exit Short (Green),-0.22%,-0.063%,79053.54,79103.64,-0.06%
2024-06-13 12:00:00,BONK,Short,🛑 SL,-1.48%,-0.426%,78716.7,79103.64,-0.49%
2024-06-14 00:00:00,ALGO,Short,🛑 SL,-1.09%,-0.314%,78469.68,79103.64,-0.80%
2024-06-14 00:00:00,BONK,Short,🛑 SL,-1.48%,-0.426%,78135.33,79103.64,-1.22%
2024-06-14 12:00:00,BNB,Short,🛑 SL,-0.52%,-0.150%,78018.35,79103.64,-1.37%
2024-06-14 20:00:00,SUI,Short,Exit Short (Green),1.03%,0.297%,78249.71,79103.64,-1.08%
2024-06-14 20:00:00,ALGO,Short,Exit Short (Green),2.61%,0.751%,78837.69,79103.64,-0.34%
2024-06-14 20:00:00,DOGE,Short,Exit Short (Green),3.64%,1.048%,79663.87,79663.87,-0.00%
2024-06-14 20:00:00,ADA,Short,Exit Short (Green),0.22%,0.063%,79714.33,79714.33,-0.00%
2024-06-14 20:00:00,BONK,Short,Exit Short (Green),3.47%,0.999%,80510.69,80510.69,-0.00%
2024-06-15 08:00:00,SUI,Short,🛑 SL,-1.07%,-0.308%,80262.67,80510.69,-0.31%
2024-06-17 08:00:00,BNB,Short,🛑 SL,-0.49%,-0.141%,80149.44,80510.69,-0.45%
2024-06-17 08:00:00,ALGO,Short,Exit Short (Green),0.77%,0.222%,80327.12,80510.69,-0.23%
2024-06-17 08:00:00,DOGE,Short,Exit Short (Green),0.24%,0.069%,80382.62,80510.69,-0.16%
2024-06-17 12:00:00,ADA,Short,🛑 SL,-0.80%,-0.230%,80197.49,80510.69,-0.39%
2024-06-17 12:00:00,LTC,Short,🛑 SL,-0.71%,-0.204%,80033.56,80510.69,-0.59%
2024-06-17 16:00:00,SUI,Short,Exit Short (Green),1.75%,0.504%,80436.79,80510.69,-0.09%
2024-06-17 16:00:00,BONK,Short,Exit Short (Green),1.46%,0.420%,80774.89,80774.89,-0.00%
2024-06-17 20:00:00,ADA,Short,💰 TP,7.98%,2.297%,82630.64,82630.64,-0.00%
2024-06-18 04:00:00,LTC,Short,Exit Short (Green),3.33%,0.959%,83422.83,83422.83,-0.00%
2024-06-18 20:00:00,BNB,Short,Exit Short (Green),2.08%,0.599%,83922.39,83922.39,-0.00%
2024-06-21 08:00:00,BONK,Short,🛑 SL,-1.71%,-0.492%,83509.24,83922.39,-0.49%
2024-06-21 12:00:00,BONK,Short,🛑 SL,-1.71%,-0.492%,83098.11,83922.39,-0.98%
2024-06-21 12:00:00,ADA,Short,🛑 SL,-0.83%,-0.239%,82899.54,83922.39,-1.22%
2024-06-21 16:00:00,ADA,Short,🛑 SL,-0.83%,-0.239%,82701.45,83922.39,-1.45%
2024-06-23 12:00:00,SUI,Short,🛑 SL,-1.13%,-0.325%,82432.4,83922.39,-1.78%
2024-06-23 16:00:00,DOGE,Short,🛑 SL,-1.15%,-0.331%,82159.48,83922.39,-2.10%
2024-06-23 20:00:00,BNB,Short,🛑 SL,-0.48%,-0.138%,82045.94,83922.39,-2.24%
2024-06-24 04:00:00,ADA,Short,🛑 SL,-0.80%,-0.230%,81856.97,83922.39,-2.46%
2024-06-24 04:00:00,ALGO,Short,🛑 SL,-1.14%,-0.328%,81588.31,83922.39,-2.78%
2024-06-24 08:00:00,ADA,Short,🛑 SL,-0.80%,-0.230%,81400.4,83922.39,-3.01%
2024-06-24 08:00:00,SUI,Short,Exit Short (Green),1.17%,0.337%,81674.59,83922.39,-2.68%
2024-06-24 08:00:00,BONK,Short,Exit Short (Green),2.03%,0.584%,82151.93,83922.39,-2.11%
2024-06-24 16:00:00,SUI,Short,🛑 SL,-1.11%,-0.320%,81889.39,83922.39,-2.42%
2024-06-24 20:00:00,LTC,Short,Exit Short (Green),3.45%,0.993%,82702.76,83922.39,-1.45%
2024-06-24 20:00:00,DOGE,Short,Exit Short (Green),1.95%,0.561%,83167.06,83922.39,-0.90%
2024-06-28 20:00:00,BNB,Short,🛑 SL,-0.45%,-0.130%,83059.31,83922.39,-1.03%
2024-06-29 00:00:00,SUI,Short,Exit Short (Green),-0.48%,-0.138%,82944.53,83922.39,-1.17%
2024-06-30 00:00:00,ALGO,Short,🛑 SL,-0.95%,-0.274%,82717.68,83922.39,-1.44%
2024-06-30 04:00:00,DOGE,Short,Exit Short (Green),-0.42%,-0.121%,82617.66,83922.39,-1.55%
2024-06-30 04:00:00,SUI,Short,Exit Short (Green),1.14%,0.328%,82888.81,83922.39,-1.23%
