Date & Time,Asset,Direction,Exit Signal,Raw Trade P&L (%),Scaled Portfolio P&L (%),Compounded Equity ($),High Water Mark ($),Drawdown (%)
2022-10-13 00:00:00,ADA,Short,💰 TP,7.09%,2.041%,29752.13,29752.13,-0.00%
2022-10-13 04:00:00,ALGO,Short,💰 TP,6.61%,1.903%,30318.32,30318.32,-0.00%
2022-10-13 08:00:00,DOGE,Short,🛑 SL,-0.71%,-0.204%,30256.35,30318.32,-0.20%
2022-10-13 12:00:00,LTC,Short,Exit Short (Green),1.79%,0.515%,30412.27,30412.27,-0.00%
2022-10-13 12:00:00,BNB,Short,Exit Short (Green),0.15%,0.043%,30425.41,30425.41,-0.00%
2022-10-15 20:00:00,BNB,Short,🛑 SL,-0.49%,-0.141%,30382.48,30425.41,-0.14%
2022-10-16 00:00:00,LTC,Short,Exit Short (Green),0.71%,0.204%,30444.59,30444.59,-0.00%
2022-10-16 12:00:00,LTC,Short,🛑 SL,-0.69%,-0.199%,30384.11,30444.59,-0.20%
2022-10-18 12:00:00,ALGO,Short,🛑 SL,-0.64%,-0.184%,30328.13,30444.59,-0.38%
2022-10-18 16:00:00,ADA,Short,🛑 SL,-0.75%,-0.216%,30262.64,30444.59,-0.60%
2022-10-19 12:00:00,ADA,Short,Exit Short (Green),0.97%,0.279%,30347.15,30444.59,-0.32%
2022-10-19 12:00:00,ALGO,Short,Exit Short (Green),0.73%,0.210%,30410.93,30444.59,-0.11%
2022-10-19 20:00:00,DOGE,Short,🛑 SL,-0.70%,-0.202%,30349.65,30444.59,-0.31%
2022-10-20 00:00:00,LTC,Short,Exit Short (Green),-0.41%,-0.118%,30313.82,30444.59,-0.43%
2022-10-20 00:00:00,BNB,Short,🛑 SL,-0.47%,-0.135%,30272.8,30444.59,-0.56%
2022-10-20 12:00:00,ALGO,Short,🛑 SL,-0.68%,-0.196%,30213.54,30444.59,-0.76%
2022-10-20 12:00:00,LTC,Short,🛑 SL,-0.67%,-0.193%,30155.26,30444.59,-0.95%
2022-10-20 16:00:00,ALGO,Short,🛑 SL,-0.68%,-0.196%,30096.22,30444.59,-1.14%
2022-10-21 00:00:00,ALGO,Short,🛑 SL,-0.68%,-0.196%,30037.3,30444.59,-1.34%
2022-10-21 08:00:00,DOGE,Short,🛑 SL,-0.69%,-0.199%,29977.63,30444.59,-1.53%
2022-10-21 08:00:00,ALGO,Short,🛑 SL,-0.68%,-0.196%,29918.94,30444.59,-1.73%
2022-10-21 08:00:00,LTC,Short,🛑 SL,-0.67%,-0.193%,29861.23,30444.59,-1.92%
2022-10-21 12:00:00,BNB,Short,Exit Short (Green),0.11%,0.032%,29870.69,30444.59,-1.89%
2022-10-21 12:00:00,ADA,Short,Exit Short (Green),1.09%,0.314%,29964.43,30444.59,-1.58%
2022-10-21 20:00:00,ADA,Short,Exit Short (Green),-0.46%,-0.132%,29924.74,30444.59,-1.71%
2022-10-22 04:00:00,BNB,Short,Exit Short (Green),0.11%,0.032%,29934.22,30444.59,-1.68%
2022-10-24 08:00:00,ALGO,Short,🛑 SL,-0.65%,-0.187%,29878.2,30444.59,-1.86%
2022-11-02 12:00:00,ADA,Short,Exit Short (Green),1.01%,0.291%,29965.08,30444.59,-1.58%
2022-11-07 23:00:00,ADA,Short,🛑 SL,-0.65%,-0.187%,29909.01,30444.59,-1.76%
2022-11-08 00:00:00,BTC,Long,Stop Loss,-6.24%,-1.872%,29349.11,30444.59,-3.60%
2022-11-08 11:00:00,ALGO,Short,🛑 SL,-0.65%,-0.187%,29294.19,30444.59,-3.78%
2022-11-08 11:00:00,ADA,Short,💰 TP,6.45%,1.857%,29838.17,30444.59,-1.99%
2022-11-09 07:00:00,LTC,Short,🛑 SL,-0.63%,-0.181%,29784.05,30444.59,-2.17%
2022-11-09 15:00:00,DOGE,Short,💰 TP,8.38%,2.413%,30502.62,30502.62,-0.00%
2022-11-09 15:00:00,LTC,Short,🛑 SL,-0.63%,-0.181%,30447.29,30502.62,-0.18%
2022-11-09 19:00:00,BNB,Short,🛑 SL,-0.46%,-0.132%,30406.97,30502.62,-0.31%
2022-11-10 07:00:00,LTC,Short,🛑 SL,-0.65%,-0.187%,30350.07,30502.62,-0.50%
2022-11-13 07:00:00,ADA,Short,🛑 SL,-0.77%,-0.222%,30282.79,30502.62,-0.72%
2022-11-13 23:00:00,ALGO,Short,🛑 SL,-0.93%,-0.268%,30201.71,30502.62,-0.99%
2022-11-13 23:00:00,BNB,Short,🛑 SL,-0.53%,-0.153%,30155.62,30502.62,-1.14%
2022-11-14 03:00:00,ADA,Short,Exit Short (Green),1.13%,0.325%,30253.73,30502.62,-0.82%
2022-11-14 11:00:00,ALGO,Short,🛑 SL,-0.93%,-0.268%,30172.72,30502.62,-1.08%
2022-11-16 23:00:00,BNB,Short,🛑 SL,-0.54%,-0.155%,30125.82,30502.62,-1.24%
2022-11-17 11:00:00,BNB,Short,🛑 SL,-0.54%,-0.155%,30078.98,30502.62,-1.39%
2022-11-17 11:00:00,DOGE,Short,🛑 SL,-0.89%,-0.256%,30001.91,30502.62,-1.64%
2022-11-17 11:00:00,ADA,Short,🛑 SL,-0.79%,-0.227%,29933.67,30502.62,-1.87%
2022-11-17 11:00:00,ALGO,Short,🛑 SL,-0.91%,-0.262%,29855.25,30502.62,-2.12%
2022-11-17 19:00:00,ADA,Short,Exit Short (Green),-0.33%,-0.095%,29826.89,30502.62,-2.22%
2022-11-20 07:00:00,BNB,Short,🛑 SL,-0.53%,-0.153%,29781.37,30502.62,-2.36%
2022-11-20 11:00:00,DOGE,Short,Exit Short (Green),1.22%,0.351%,29885.98,30502.62,-2.02%
2022-11-20 15:00:00,ADA,Short,Exit Short (Green),0.40%,0.115%,29920.39,30502.62,-1.91%
2022-11-21 03:00:00,ALGO,Short,Exit Short (Green),3.45%,0.993%,30217.58,30502.62,-0.93%
2022-11-21 07:00:00,BNB,Short,Exit Short (Green),3.94%,1.134%,30560.35,30560.35,-0.00%
2022-11-28 03:00:00,ALGO,Short,Exit Short (Green),2.00%,0.576%,30736.31,30736.31,-0.00%
2022-11-28 03:00:00,ADA,Short,Exit Short (Green),1.56%,0.449%,30874.36,30874.36,-0.00%
2022-12-01 23:00:00,ALGO,Short,🛑 SL,-0.99%,-0.285%,30786.36,30874.36,-0.29%
2022-12-05 19:00:00,ALGO,Short,Exit Short (Green),0.10%,0.029%,30795.22,30874.36,-0.26%
2022-12-05 19:00:00,BNB,Short,Exit Short (Green),-0.38%,-0.109%,30761.53,30874.36,-0.37%
2022-12-06 07:00:00,BNB,Short,🛑 SL,-0.49%,-0.141%,30718.13,30874.36,-0.51%
2022-12-07 07:00:00,ADA,Short,Exit Short (Green),0.46%,0.132%,30758.82,30874.36,-0.37%
2022-12-07 07:00:00,BNB,Short,Exit Short (Green),0.84%,0.242%,30833.2,30874.36,-0.13%
2022-12-07 19:00:00,ADA,Short,Exit Short (Green),0.22%,0.063%,30852.73,30874.36,-0.07%
2022-12-08 07:00:00,ALGO,Short,🛑 SL,-1.06%,-0.305%,30758.58,30874.36,-0.38%
2022-12-11 19:00:00,BNB,Short,🛑 SL,-0.49%,-0.141%,30715.19,30874.36,-0.52%
2022-12-12 03:00:00,ADA,Short,Exit Short (Green),1.44%,0.415%,30842.52,30874.36,-0.10%
2022-12-12 07:00:00,ALGO,Short,Exit Short (Green),2.51%,0.723%,31065.4,31065.4,-0.00%
2022-12-13 03:00:00,ADA,Short,🛑 SL,-0.69%,-0.199%,31003.69,31065.4,-0.20%
2022-12-13 03:00:00,ALGO,Short,🛑 SL,-1.07%,-0.308%,30908.18,31065.4,-0.51%
2022-12-14 23:00:00,DOGE,Short,🛑 SL,-0.92%,-0.265%,30826.31,31065.4,-0.77%
2022-12-15 11:00:00,ADA,Short,🛑 SL,-0.68%,-0.196%,30765.97,31065.4,-0.96%
2022-12-15 19:00:00,ALGO,Short,🛑 SL,-1.08%,-0.311%,30670.3,31065.4,-1.27%
2022-12-15 23:00:00,ADA,Short,Exit Short (Green),-0.24%,-0.069%,30649.11,31065.4,-1.34%
2022-12-15 23:00:00,DOGE,Short,Exit Short (Green),0.46%,0.132%,30689.7,31065.4,-1.21%
2022-12-16 00:00:00,BTC,Long,Exit Signal,-4.00%,-1.200%,30321.43,31065.4,-2.39%
2022-12-16 11:00:00,BNB,Short,💰 TP,5.50%,1.583%,30801.55,31065.4,-0.85%
2022-12-16 15:00:00,ALGO,Short,Exit Short (Green),3.24%,0.933%,31088.87,31088.87,-0.00%
2022-12-16 15:00:00,ADA,Short,Exit Short (Green),4.97%,1.431%,31533.7,31533.7,-0.00%
2022-12-18 23:00:00,LTC,Short,🛑 SL,-0.64%,-0.184%,31475.6,31533.7,-0.18%
2022-12-19 15:00:00,LTC,Short,🛑 SL,-0.64%,-0.184%,31417.61,31533.7,-0.37%
2022-12-19 23:00:00,DOGE,Short,Exit Short (Green),0.03%,0.009%,31420.32,31533.7,-0.36%
2022-12-19 23:00:00,ALGO,Short,Exit Short (Green),1.01%,0.291%,31511.68,31533.7,-0.07%
2022-12-19 23:00:00,ADA,Short,Exit Short (Green),1.49%,0.429%,31646.86,31646.86,-0.00%
2022-12-20 07:00:00,DOGE,Short,Exit Short (Green),-0.68%,-0.196%,31584.9,31646.86,-0.20%
2022-12-20 23:00:00,ADA,Short,🛑 SL,-0.79%,-0.227%,31513.07,31646.86,-0.42%
2022-12-21 15:00:00,ADA,Short,🛑 SL,-0.79%,-0.227%,31441.39,31646.86,-0.65%
2022-12-22 03:00:00,ALGO,Short,🛑 SL,-1.34%,-0.386%,31320.1,31646.86,-1.03%
2022-12-22 11:00:00,ADA,Short,🛑 SL,-0.79%,-0.227%,31248.86,31646.86,-1.26%
2022-12-22 15:00:00,ALGO,Short,Exit Short (Green),0.63%,0.181%,31305.54,31646.86,-1.08%
2022-12-25 15:00:00,ADA,Short,Exit Short (Green),-0.04%,-0.012%,31301.94,31646.86,-1.09%
2022-12-25 19:00:00,BNB,Short,Exit Short (Green),0.08%,0.023%,31309.14,31646.86,-1.07%
2022-12-25 19:00:00,ALGO,Short,Exit Short (Green),-0.44%,-0.127%,31269.48,31646.86,-1.19%
2022-12-26 07:00:00,BNB,Short,Exit Short (Green),0.08%,0.023%,31276.69,31646.86,-1.17%
2022-12-27 19:00:00,DOGE,Short,Exit Short (Green),-0.71%,-0.204%,31212.75,31646.86,-1.37%
2022-12-28 03:00:00,BNB,Short,🛑 SL,-0.58%,-0.167%,31160.63,31646.86,-1.54%
2022-12-28 07:00:00,ALGO,Short,🛑 SL,-1.35%,-0.389%,31039.52,31646.86,-1.92%
2022-12-28 07:00:00,ADA,Short,Exit Short (Green),1.11%,0.320%,31138.72,31646.86,-1.61%
2022-12-28 11:00:00,BNB,Short,🛑 SL,-0.58%,-0.167%,31086.72,31646.86,-1.77%
2022-12-28 15:00:00,BNB,Short,🛑 SL,-0.58%,-0.167%,31034.81,31646.86,-1.93%
2022-12-29 15:00:00,ADA,Short,🛑 SL,-0.75%,-0.216%,30967.8,31646.86,-2.15%
2022-12-30 03:00:00,ALGO,Short,🛑 SL,-1.34%,-0.386%,30848.33,31646.86,-2.52%
2022-12-30 07:00:00,ADA,Short,Exit Short (Green),0.28%,0.081%,30873.2,31646.86,-2.44%
2022-12-30 15:00:00,DOGE,Short,Exit Short (Green),1.08%,0.311%,30969.19,31646.86,-2.14%
2023-01-01 19:00:00,DOGE,Short,🛑 SL,-1.17%,-0.337%,30864.87,31646.86,-2.47%
2023-01-01 23:00:00,BNB,Short,🛑 SL,-0.56%,-0.161%,30815.11,31646.86,-2.63%
2023-02-09 00:00:00,BTC,Long,Exit Signal,27.74%,8.322%,33379.55,33379.55,-0.00%
2023-02-13 11:00:00,ADA,Short,Exit Short (Green),0.59%,0.170%,33436.24,33436.24,-0.00%
2023-02-13 15:00:00,LTC,Short,🛑 SL,-0.53%,-0.153%,33385.22,33436.24,-0.15%
2023-02-21 19:00:00,DOGE,Short,🛑 SL,-0.70%,-0.202%,33317.94,33436.24,-0.35%
2023-02-22 15:00:00,DOGE,Short,Exit Short (Green),0.94%,0.271%,33408.11,33436.24,-0.08%
2023-02-22 19:00:00,DOGE,Short,🛑 SL,-0.69%,-0.199%,33341.75,33436.24,-0.28%
2023-02-24 15:00:00,LTC,Short,🛑 SL,-0.50%,-0.144%,33293.75,33436.24,-0.43%
2023-02-24 23:00:00,DOGE,Short,Exit Short (Green),1.97%,0.567%,33482.58,33482.58,-0.00%
2023-02-24 23:00:00,LTC,Short,🛑 SL,-0.50%,-0.144%,33434.38,33482.58,-0.14%
2023-02-25 03:00:00,BNB,Short,Exit Short (Green),0.46%,0.132%,33478.66,33482.58,-0.01%
2023-02-25 07:00:00,BNB,Short,🛑 SL,-0.42%,-0.121%,33438.18,33482.58,-0.13%
2023-02-25 11:00:00,ALGO,Short,🛑 SL,-0.58%,-0.167%,33382.34,33482.58,-0.30%
2023-02-25 15:00:00,DOGE,Short,🛑 SL,-0.73%,-0.210%,33312.18,33482.58,-0.51%
2023-02-25 15:00:00,BNB,Short,🛑 SL,-0.42%,-0.121%,33271.9,33482.58,-0.63%
2023-02-25 15:00:00,ADA,Short,🛑 SL,-0.47%,-0.135%,33226.88,33482.58,-0.76%
2023-02-25 19:00:00,ADA,Short,🛑 SL,-0.47%,-0.135%,33181.92,33482.58,-0.90%
2023-02-28 07:00:00,ALGO,Short,Exit Short (Green),0.17%,0.049%,33198.16,33482.58,-0.85%
2023-02-28 15:00:00,DOGE,Short,🛑 SL,-0.73%,-0.210%,33128.39,33482.58,-1.06%
2023-02-28 19:00:00,BNB,Short,🛑 SL,-0.41%,-0.118%,33089.29,33482.58,-1.17%
2023-02-28 23:00:00,ALGO,Short,Exit Short (Green),0.33%,0.095%,33120.72,33482.58,-1.08%
2023-02-28 23:00:00,ADA,Short,Exit Short (Green),0.01%,0.003%,33121.68,33482.58,-1.08%
2023-03-02 03:00:00,ALGO,Short,🛑 SL,-0.57%,-0.164%,33067.32,33482.58,-1.24%
2023-03-02 03:00:00,ADA,Short,🛑 SL,-0.48%,-0.138%,33021.63,33482.58,-1.38%
2023-03-02 11:00:00,DOGE,Short,🛑 SL,-0.71%,-0.204%,32954.13,33482.58,-1.58%
2023-03-02 15:00:00,BNB,Short,Exit Short (Green),-0.20%,-0.058%,32935.15,33482.58,-1.63%
2023-03-02 15:00:00,ALGO,Short,Exit Short (Green),-0.08%,-0.023%,32927.57,33482.58,-1.66%
2023-03-02 15:00:00,ADA,Short,Exit Short (Green),-0.25%,-0.072%,32903.87,33482.58,-1.73%
2023-03-02 19:00:00,LTC,Short,💰 TP,5.07%,1.460%,33384.15,33482.58,-0.29%
2023-03-02 19:00:00,DOGE,Short,💰 TP,7.06%,2.033%,34062.71,34062.71,-0.00%
2023-03-02 19:00:00,ADA,Short,💰 TP,4.80%,1.382%,34533.43,34533.43,-0.00%
2023-03-03 00:00:00,BTC,Long,Stop Loss,-6.82%,-2.046%,33826.87,34533.43,-2.05%
2023-03-04 15:00:00,BNB,Short,🛑 SL,-0.41%,-0.118%,33786.94,34533.43,-2.16%
2023-03-04 15:00:00,DOGE,Short,🛑 SL,-0.78%,-0.225%,33711.07,34533.43,-2.38%
2023-03-04 15:00:00,ALGO,Short,🛑 SL,-0.62%,-0.178%,33650.9,34533.43,-2.56%
2023-03-05 23:00:00,BNB,Short,🛑 SL,-0.41%,-0.118%,33611.18,34533.43,-2.67%
2023-03-05 23:00:00,ALGO,Short,🛑 SL,-0.62%,-0.178%,33551.18,34533.43,-2.84%
2023-03-06 03:00:00,ALGO,Short,🛑 SL,-0.62%,-0.178%,33491.29,34533.43,-3.02%
2023-03-06 07:00:00,LTC,Short,🛑 SL,-0.51%,-0.147%,33442.12,34533.43,-3.16%
2023-03-06 07:00:00,ADA,Short,🛑 SL,-0.52%,-0.150%,33392.05,34533.43,-3.31%
2023-03-06 19:00:00,LTC,Short,🛑 SL,-0.51%,-0.147%,33343.02,34533.43,-3.45%
2023-03-06 19:00:00,ADA,Short,🛑 SL,-0.52%,-0.150%,33293.11,34533.43,-3.59%
2023-03-07 07:00:00,DOGE,Short,🛑 SL,-0.75%,-0.216%,33221.22,34533.43,-3.80%
2023-03-07 11:00:00,LTC,Short,Exit Short (Green),0.36%,0.104%,33255.65,34533.43,-3.70%
2023-03-07 11:00:00,ALGO,Short,Exit Short (Green),0.55%,0.158%,33308.31,34533.43,-3.55%
2023-03-07 11:00:00,ADA,Short,Exit Short (Green),0.93%,0.268%,33397.49,34533.43,-3.29%
2023-03-07 15:00:00,DOGE,Short,🛑 SL,-0.75%,-0.216%,33325.38,34533.43,-3.50%
2023-03-07 19:00:00,ADA,Short,🛑 SL,-0.51%,-0.147%,33276.45,34533.43,-3.64%
2023-03-08 03:00:00,ADA,Short,🛑 SL,-0.53%,-0.153%,33225.67,34533.43,-3.79%
2023-03-08 03:00:00,DOGE,Short,🛑 SL,-0.74%,-0.213%,33154.88,34533.43,-3.99%
2023-03-08 07:00:00,LTC,Short,🛑 SL,-0.52%,-0.150%,33105.25,34533.43,-4.14%
2023-03-08 07:00:00,ADA,Short,🛑 SL,-0.53%,-0.153%,33054.73,34533.43,-4.28%
2023-03-08 07:00:00,DOGE,Short,🛑 SL,-0.75%,-0.216%,32983.36,34533.43,-4.49%
2023-03-08 15:00:00,ADA,Short,🛑 SL,-0.53%,-0.153%,32933.03,34533.43,-4.63%
2023-03-08 15:00:00,DOGE,Short,🛑 SL,-0.75%,-0.216%,32861.92,34533.43,-4.84%
2023-03-08 23:00:00,LTC,Short,Exit Short (Green),0.79%,0.227%,32936.66,34533.43,-4.62%
2023-03-09 15:00:00,BNB,Short,💰 TP,4.03%,1.160%,33318.81,34533.43,-3.52%
2023-03-09 15:00:00,LTC,Short,💰 TP,5.42%,1.560%,33838.72,34533.43,-2.01%
2023-03-09 15:00:00,DOGE,Short,💰 TP,7.57%,2.179%,34576.2,34576.2,-0.00%
2023-03-10 03:00:00,ALGO,Short,Exit Short (Green),2.89%,0.832%,34863.89,34863.89,-0.00%
2023-03-11 07:00:00,ALGO,Short,Exit Short (Green),0.54%,0.155%,34918.09,34918.09,-0.00%
2023-03-11 07:00:00,LTC,Short,Exit Short (Green),0.84%,0.242%,35002.53,35002.53,-0.00%
2023-03-15 20:00:00,DOGE,Short,Exit Short (Green),2.03%,0.584%,35207.1,35207.1,-0.00%
2023-03-15 20:00:00,LTC,Short,Exit Short (Green),3.46%,0.996%,35557.81,35557.81,-0.00%
2023-03-20 00:00:00,ADA,Short,🛑 SL,-0.56%,-0.161%,35500.48,35557.81,-0.16%
2023-03-20 00:00:00,LTC,Short,🛑 SL,-0.60%,-0.173%,35439.16,35557.81,-0.33%
2023-03-20 08:00:00,LTC,Short,🛑 SL,-0.60%,-0.173%,35377.94,35557.81,-0.51%
2023-03-20 12:00:00,ALGO,Short,🛑 SL,-0.69%,-0.199%,35307.66,35557.81,-0.70%
2023-03-20 20:00:00,ADA,Short,🛑 SL,-0.56%,-0.161%,35250.74,35557.81,-0.86%
2023-03-20 20:00:00,DOGE,Short,Exit Short (Green),1.35%,0.389%,35387.74,35557.81,-0.48%
2023-03-21 04:00:00,ADA,Short,🛑 SL,-0.56%,-0.161%,35330.69,35557.81,-0.64%
2023-03-21 12:00:00,ALGO,Short,🛑 SL,-0.69%,-0.199%,35260.51,35557.81,-0.84%
2023-03-24 12:00:00,ALGO,Short,🛑 SL,-0.72%,-0.207%,35187.42,35557.81,-1.04%
2023-03-24 20:00:00,ALGO,Short,🛑 SL,-0.72%,-0.207%,35114.48,35557.81,-1.25%
2023-03-25 08:00:00,ALGO,Short,🛑 SL,-0.73%,-0.210%,35040.68,35557.81,-1.45%
2023-03-25 16:00:00,DOGE,Short,🛑 SL,-0.71%,-0.204%,34969.05,35557.81,-1.66%
2023-03-25 20:00:00,ALGO,Short,Exit Short (Green),-0.08%,-0.023%,34961.0,35557.81,-1.68%
2023-03-27 12:00:00,DOGE,Short,🛑 SL,-0.70%,-0.202%,34890.54,35557.81,-1.88%
2023-03-27 16:00:00,ALGO,Short,🛑 SL,-0.73%,-0.210%,34817.21,35557.81,-2.08%
2023-03-28 00:00:00,DOGE,Short,🛑 SL,-0.70%,-0.202%,34747.04,35557.81,-2.28%
2023-04-02 20:00:00,ALGO,Short,Exit Short (Green),1.75%,0.504%,34922.11,35557.81,-1.79%
2023-04-02 20:00:00,BNB,Short,Exit Short (Green),-0.26%,-0.075%,34895.97,35557.81,-1.86%
2023-04-07 04:00:00,ALGO,Short,🛑 SL,-0.71%,-0.204%,34824.64,35557.81,-2.06%
2023-04-07 08:00:00,BNB,Short,Exit Short (Green),0.03%,0.009%,34827.65,35557.81,-2.05%
2023-04-07 20:00:00,BNB,Short,🛑 SL,-0.39%,-0.112%,34788.54,35557.81,-2.16%
2023-04-09 08:00:00,BNB,Short,Exit Short (Green),-0.19%,-0.055%,34769.51,35557.81,-2.22%
2023-04-10 08:00:00,ALGO,Short,🛑 SL,-0.71%,-0.204%,34698.44,35557.81,-2.42%
2023-04-12 00:00:00,ALGO,Short,🛑 SL,-0.71%,-0.204%,34627.51,35557.81,-2.62%
2023-04-12 08:00:00,ALGO,Short,🛑 SL,-0.72%,-0.207%,34555.73,35557.81,-2.82%
2023-04-19 12:00:00,ALGO,Short,Exit Short (Green),2.95%,0.849%,34849.22,35557.81,-1.99%
2023-04-20 00:00:00,BTC,Long,Exit Signal,14.20%,4.260%,36333.79,36333.79,-0.00%
2023-04-21 16:00:00,DOGE,Short,💰 TP,6.96%,2.004%,37061.84,37061.84,-0.00%
2023-04-22 00:00:00,LTC,Short,Exit Short (Green),1.80%,0.518%,37253.91,37253.91,-0.00%
2023-04-23 12:00:00,LTC,Short,🛑 SL,-0.63%,-0.181%,37186.34,37253.91,-0.18%
2023-04-24 12:00:00,ALGO,Short,🛑 SL,-0.85%,-0.245%,37095.34,37253.91,-0.43%
2023-04-24 12:00:00,ADA,Short,🛑 SL,-0.56%,-0.161%,37035.53,37253.91,-0.59%
2023-04-25 00:00:00,ADA,Short,🛑 SL,-0.56%,-0.161%,36975.82,37253.91,-0.75%
2023-04-25 16:00:00,ALGO,Short,Exit Short (Green),-0.20%,-0.058%,36954.53,37253.91,-0.80%
2023-04-26 16:00:00,DOGE,Short,🛑 SL,-0.74%,-0.213%,36875.8,37253.91,-1.01%
2023-04-26 16:00:00,LTC,Short,🛑 SL,-0.62%,-0.178%,36809.98,37253.91,-1.19%
2023-04-26 16:00:00,ALGO,Short,🛑 SL,-0.85%,-0.245%,36719.9,37253.91,-1.43%
2023-04-28 08:00:00,BNB,Short,🛑 SL,-0.39%,-0.112%,36678.67,37253.91,-1.54%
2023-05-01 04:00:00,LTC,Short,Exit Short (Green),0.18%,0.052%,36697.67,37253.91,-1.49%
2023-05-01 04:00:00,DOGE,Short,Exit Short (Green),0.05%,0.014%,36702.96,37253.91,-1.48%
2023-05-01 04:00:00,ALGO,Short,Exit Short (Green),0.35%,0.101%,36739.94,37253.91,-1.38%
2023-05-01 20:00:00,SUI,Short,Exit Short (Green),0.85%,0.245%,36829.85,37253.91,-1.14%
2023-05-02 08:00:00,ALGO,Short,🛑 SL,-0.84%,-0.242%,36740.78,37253.91,-1.38%
2023-05-03 08:00:00,BNB,Short,🛑 SL,-0.38%,-0.109%,36700.59,37253.91,-1.49%
2023-05-03 12:00:00,ADA,Short,🛑 SL,-0.55%,-0.158%,36642.47,37253.91,-1.64%
2023-05-03 12:00:00,DOGE,Short,Exit Short (Green),-0.26%,-0.075%,36615.04,37253.91,-1.71%
2023-05-05 08:00:00,DOGE,Short,🛑 SL,-0.70%,-0.202%,36541.25,37253.91,-1.91%
2023-05-05 12:00:00,SUI,Short,Exit Short (Green),-1.93%,-0.556%,36338.21,37253.91,-2.46%
2023-05-06 08:00:00,LTC,Short,💰 TP,5.92%,1.704%,36957.55,37253.91,-0.80%
2023-05-06 12:00:00,BNB,Short,🛑 SL,-0.37%,-0.107%,36918.18,37253.91,-0.90%
2023-05-06 16:00:00,SUI,Short,Exit Short (Green),4.28%,1.232%,37373.09,37373.09,-0.00%
2023-05-06 16:00:00,ALGO,Short,Exit Short (Green),-0.07%,-0.020%,37365.56,37373.09,-0.02%
2023-05-06 16:00:00,DOGE,Short,Exit Short (Green),0.12%,0.035%,37378.47,37378.47,-0.00%
2023-05-06 16:00:00,ADA,Short,Exit Short (Green),0.48%,0.138%,37430.12,37430.12,-0.00%
2023-05-07 00:00:00,BNB,Short,Exit Short (Green),0.03%,0.009%,37433.36,37433.36,-0.00%
2023-05-07 04:00:00,ALGO,Short,Exit Short (Green),-0.14%,-0.040%,37418.27,37433.36,-0.04%
2023-05-07 20:00:00,LTC,Short,🛑 SL,-0.65%,-0.187%,37348.25,37433.36,-0.23%
2023-05-08 04:00:00,LTC,Short,🛑 SL,-0.65%,-0.187%,37278.35,37433.36,-0.41%
2023-05-08 08:00:00,BNB,Short,Exit Short (Green),0.56%,0.161%,37338.46,37433.36,-0.25%
2023-05-08 08:00:00,ALGO,Short,Exit Short (Green),2.16%,0.622%,37570.65,37570.65,-0.00%
2023-05-08 08:00:00,DOGE,Short,Exit Short (Green),0.89%,0.256%,37666.92,37666.92,-0.00%
2023-05-08 08:00:00,ADA,Short,Exit Short (Green),1.24%,0.357%,37801.39,37801.39,-0.00%
2023-05-08 08:00:00,SUI,Short,Exit Short (Green),3.61%,1.039%,38194.26,38194.26,-0.00%
2023-05-08 12:00:00,LTC,Short,🛑 SL,-0.65%,-0.187%,38122.79,38194.26,-0.19%
2023-05-08 20:00:00,ADA,Short,Exit Short (Green),2.00%,0.576%,38342.3,38342.3,-0.00%
2023-05-10 04:00:00,ADA,Short,🛑 SL,-0.58%,-0.167%,38278.28,38342.3,-0.17%
2023-05-10 08:00:00,BNB,Short,🛑 SL,-0.38%,-0.109%,38236.4,38342.3,-0.28%
2023-05-10 12:00:00,ALGO,Short,🛑 SL,-0.85%,-0.245%,38142.83,38342.3,-0.52%
2023-05-10 12:00:00,BNB,Short,🛑 SL,-0.38%,-0.109%,38101.1,38342.3,-0.63%
2023-05-11 04:00:00,ALGO,Short,🛑 SL,-0.84%,-0.242%,38008.96,38342.3,-0.87%
2023-05-11 04:00:00,BNB,Short,🛑 SL,-0.37%,-0.107%,37968.47,38342.3,-0.97%
2023-05-11 08:00:00,BNB,Short,🛑 SL,-0.38%,-0.109%,37926.93,38342.3,-1.08%
2023-05-11 12:00:00,DOGE,Short,🛑 SL,-0.75%,-0.216%,37845.04,38342.3,-1.30%
2023-05-11 16:00:00,DOGE,Short,🛑 SL,-0.75%,-0.216%,37763.32,38342.3,-1.51%
2023-05-11 16:00:00,ADA,Short,🛑 SL,-0.57%,-0.164%,37701.35,38342.3,-1.67%
2023-05-11 16:00:00,ALGO,Short,🛑 SL,-0.86%,-0.248%,37608.0,38342.3,-1.92%
2023-05-11 20:00:00,ADA,Short,🛑 SL,-0.57%,-0.164%,37546.29,38342.3,-2.08%
2023-05-11 20:00:00,SUI,Short,Exit Short (Green),-0.17%,-0.049%,37527.91,38342.3,-2.12%
2023-05-11 20:00:00,BNB,Short,Exit Short (Green),0.16%,0.046%,37545.2,38342.3,-2.08%
2023-05-12 00:00:00,DOGE,Short,🛑 SL,-0.74%,-0.213%,37465.21,38342.3,-2.29%
2023-05-12 04:00:00,ALGO,Short,Exit Short (Green),0.88%,0.253%,37560.13,38342.3,-2.04%
2023-05-12 12:00:00,LTC,Short,🛑 SL,-0.67%,-0.193%,37487.68,38342.3,-2.23%
2023-05-12 16:00:00,ALGO,Short,🛑 SL,-0.86%,-0.248%,37394.86,38342.3,-2.47%
2023-05-14 20:00:00,DOGE,Short,🛑 SL,-0.72%,-0.207%,37317.34,38342.3,-2.67%
